"person_id","director","film_ids","film_titles","avg_rating","total_votes","total_films"
"1750922","Tommy Gormley","140607,353081,177677,14161,13475,56292,181812","Star Wars  The Force Awakens,Mission  Impossible - Fallout,Mission  Impossible - Rogue Nation,2012,Star Trek,Mission  Impossible - Ghost Protocol,Star Wars  The Rise of Skywalker","6.97","56187","7"
"1342669","Jayne-Ann Tenggren","37724,206647,1372,1895,50646,1894,1893","Skyfall,Spectre,Blood Diamond,Star Wars  Episode III - Revenge of the Sith,Crazy  Stupid  Love.,Star Wars  Episode II - Attack of the Clones,Star Wars  Episode I - The Phantom Menace","6.96","59638","7"
"40684","David Leitch","245891,98566,271110,383498,135397","John Wick,Teenage Mutant Ninja Turtles,Captain America  Civil War,Deadpool 2,Jurassic World","6.94","63662","5"
"1378728","Jessica Clothier","61791,281957,32657,335984,124905","Rise of the Planet of the Apes,The Revenant,Percy Jackson & the Olympians  The Lightning Thief,Blade Runner 2049,Godzilla","6.94","42752","5"
"17649","Alexander Witt","405774,9543,2501,51497","Bird Box,Prince of Persia  The Sands of Time,The Bourne Identity,Fast Five","6.93","24054","4"
"58189","Justin Lin","51497,188927,82992","Fast Five,Star Trek Beyond,Fast & Furious 6","6.93","18738","3"
"1352983","Valeria Migliassi Collins","51497,82992,188927,157350","Fast Five,Fast & Furious 6,Star Trek Beyond,Divergent","6.93","28689","4"
"1868857","Ian Calip","68734,158852,54138","Argo,Tomorrowland,Star Trek Into Darkness","6.93","18668","3"
"2611310","Stewart Hamilton","99861,181812,181808","Avengers  Age of Ultron,Star Wars  The Rise of Skywalker,Star Wars  The Last Jedi","6.93","33519","3"
"10965","Chris Columbus","257344,672,671,772,32657,771","Pixels,Harry Potter and the Chamber of Secrets,Harry Potter and the Philosopher s Stone,Home Alone 2  Lost in New York,Percy Jackson & the Olympians  The Lightning Thief,Home Alone","6.90","58011","6"
"82194","Neill Blomkamp","198184,68724,17654","Chappie,Elysium,District 9","6.90","19025","3"
"1349452","Lars P. Winther","32657,102899,330,299537,9799,24428","Percy Jackson & the Olympians  The Lightning Thief,Ant-Man,The Lost World  Jurassic Park,Captain Marvel,The Fast and the Furious,The Avengers","6.90","66017","6"
"1427849","Zoe Morgan","72190,333339,10764","World War Z,Ready Player One,Quantum of Solace","6.90","27016","3"
"1559588","Dominic Fysh","348350,177677,181808","Solo  A Star Wars Story,Mission  Impossible - Rogue Nation,Star Wars  The Last Jedi","6.90","23062","3"
"2385765","Mark Cockren","348350,181808,177677","Solo  A Star Wars Story,Star Wars  The Last Jedi,Mission  Impossible - Rogue Nation","6.90","23062","3"
"54267","Kim H. Winther","602,137113,787,435","Independence Day,Edge of Tomorrow,Mr. & Mrs. Smith,The Day After Tomorrow","6.88","29406","4"
"112682","Spiro Razatos","337339,335983,51497,38700,293167","The Fate of the Furious,Venom,Fast Five,Bad Boys for Life,Kong  Skull Island","6.88","35759","5"
"958493","John Rusk","381288,745,9741,82700","Split,The Sixth Sense,Unbreakable,After Earth","6.88","32487","4"
"1347761","Jessica Lichtner","50619,594,546554,102382,296098,50620","The Twilight Saga  Breaking Dawn - Part 1,The Terminal,Knives Out,The Amazing Spider-Man 2,Bridge of Spies,The Twilight Saga  Breaking Dawn - Part 2","6.88","37743","6"
"5714","Carlos Saldanha","425,950,8355","Ice Age,Ice Age  The Meltdown,Ice Age  Dawn of the Dinosaurs","6.87","22396","3"
"1127472","Paul Barry","383498,2080,2048","Deadpool 2,X-Men Origins  Wolverine,I  Robot","6.87","28579","3"
"1425515","Sharon Mansfield","348350,181808,37724","Solo  A Star Wars Story,Star Wars  The Last Jedi,Skyfall","6.87","28786","3"
"1733214","Christopher Surgent","44826,41154,131634,131631","Hugo,Men in Black 3,The Hunger Games  Mockingjay - Part 2,The Hunger Games  Mockingjay - Part 1","6.85","34078","4"
"2068880","Douglas Plasse","188927,131634,131631","Star Trek Beyond,The Hunger Games  Mockingjay - Part 2,The Hunger Games  Mockingjay - Part 1","6.83","26099","3"
"11614","M. Night Shyamalan","745,450465,82700,9741,381288","The Sixth Sense,Glass,After Earth,Unbreakable,Split","6.82","38081","5"
"2265434","Andy Madden","353081,348350,76757,330459,177677","Mission  Impossible - Fallout,Solo  A Star Wars Story,Jupiter Ascending,Rogue One  A Star Wars Story,Mission  Impossible - Rogue Nation","6.82","33893","5"
"1391605","Annie Welles","602,161,163,2105","Independence Day,Ocean s Eleven,Ocean s Twelve,American Pie","6.80","25621","4"
"1393407","Shane B. Scott","297761,68726,324552,346364","Suicide Squad,Pacific Rim,John Wick  Chapter 2,It","6.78","47973","4"
"11181","Kenneth Branagh","10195,392044,150689","Thor,Murder on the Orient Express,Cinderella","6.77","27974","3"
"124748","Chris Renaud","328111,93456,20352","The Secret Life of Pets,Despicable Me 2,Despicable Me","6.77","26779","3"
"1355531","Trisha Burton","281338,1930,75612","War for the Planet of the Apes,The Amazing Spider-Man,Oblivion","6.77","26623","3"
"1397693","Susan Lambie","1979,22970,406997","Fantastic Four  Rise of the Silver Surfer,The Cabin in the Woods,Wonder","6.77","17016","3"
"2103147","Moez Kamoun","1894,1895,1893","Star Wars  Episode II - Attack of the Clones,Star Wars  Episode III - Revenge of the Sith,Star Wars  Episode I - The Phantom Menace","6.77","28939","3"
"9339","Lilly Wachowski","83542,603,605,604,76757","Cloud Atlas,The Matrix,The Matrix Revolutions,The Matrix Reloaded,Jupiter Ascending","6.76","42164","5"
"9340","Lana Wachowski","603,605,83542,604,76757","The Matrix,The Matrix Revolutions,Cloud Atlas,The Matrix Reloaded,Jupiter Ascending","6.76","42164","5"
"1392661","Susie Jones","37724,206647,82992,348350","Skyfall,Spectre,Fast & Furious 6,Solo  A Star Wars Story","6.75","33733","4"
"87742","Marc Webb","19913,102382,1930","(500) Days of Summer,The Amazing Spider-Man 2,The Amazing Spider-Man","6.73","27980","3"
"124747","Pierre Coffin","93456,324852,211672,20352","Despicable Me 2,Despicable Me 3,Minions,Despicable Me","6.73","33793","4"
"1373729","Lisa Vick","137113,1893,1771,177677,121856","Edge of Tomorrow,Star Wars  Episode I - The Phantom Menace,Captain America  The First Avenger,Mission  Impossible - Rogue Nation,Assassin s Creed","6.72","47889","5"
"1380003","Julie Brown","752,83542,76757","V for Vendetta,Cloud Atlas,Jupiter Ascending","6.70","20782","3"
"1734857","Misha Bukowski","56292,188927,32657","Mission  Impossible - Ghost Protocol,Star Trek Beyond,Percy Jackson & the Olympians  The Lightning Thief","6.67","17648","3"
"2005424","Diego Garzon","57800,9738,10681","Ice Age  Continental Drift,Fantastic Four,WALL·E","6.67","25991","3"
"1394760","Kimi Webber","158852,1271,45612,141052,13183,209112,281338,56292,14161","Tomorrowland,300,Source Code,Justice League,Watchmen,Batman v Superman  Dawn of Justice,War for the Planet of the Apes,Mission  Impossible - Ghost Protocol,2012","6.66","73741","9"
"1400738","Karen Golden","82693,8373,38356,285,95","Silver Linings Playbook,Transformers  Revenge of the Fallen,Transformers  Dark of the Moon,Pirates of the Caribbean  At World s End,Armageddon","6.66","36872","5"
"5174","Barry Sonnenfeld","607,608,41154","Men in Black,Men in Black II,Men in Black 3","6.63","25007","3"
"1404875","Jo Beckett","58595,351286,284052,429617,282035","Snow White and the Huntsman,Jurassic World  Fallen Kingdom,Doctor Strange,Spider-Man  Far from Home,The Mummy","6.62","44113","5"
"7623","Sam Raimi","559,558,68728,557","Spider-Man 3,Spider-Man 2,Oz the Great and Powerful,Spider-Man","6.60","36998","4"
"15217","Zack Snyder","209112,1271,49521,141052,13183","Batman v Superman  Dawn of Justice,300,Man of Steel,Justice League,Watchmen","6.60","51281","5"
"1578651","Raymond Kirk","126889,126889,286217","Alien  Covenant,Alien  Covenant,The Martian","6.57","26713","3"
"15557","Bill Condon","50620,50619,321612","The Twilight Saga  Breaking Dawn - Part 2,The Twilight Saga  Breaking Dawn - Part 1,Beauty and the Beast","6.50","25837","3"
"17825","Shawn Levy","1593,39254,18360","Night at the Museum,Real Steel,Night at the Museum  Battle of the Smithsonian","6.50","18055","3"
"1752243","Jason Roberts","209112,135397,56292","Batman v Superman  Dawn of Justice,Jurassic World,Mission  Impossible - Ghost Protocol","6.50","37223","3"
"1733771","Simon Warnock","315837,297802,9543","Ghost in the Shell,Aquaman,Prince of Persia  The Sands of Time","6.37","20529","3"
"1386923","Alicia Accardo","262500,38356,262504,38700,91314","Insurgent,Transformers  Dark of the Moon,Allegiant,Bad Boys for Life,Transformers  Age of Extinction","6.34","30118","5"
"6046","Roland Emmerich","435,602,14161","The Day After Tomorrow,Independence Day,2012","6.33","21412","3"
"865","Michael Bay","95,8373,38356,91314,1858","Armageddon,Transformers  Revenge of the Fallen,Transformers  Dark of the Moon,Transformers  Age of Extinction,Transformers","6.32","31233","5"
"574092","James Bitonti","198184,2080,14161","Chappie,X-Men Origins  Wolverine,2012","6.27","22810","3"
"1117749","Richard Whelan","291805,1894,121856","Now You See Me 2,Star Wars  Episode II - Attack of the Clones,Assassin s Creed","6.23","23374","3"
"1675351","Drew Bailey","126889,1894,2080","Alien  Covenant,Star Wars  Episode II - Attack of the Clones,X-Men Origins  Wolverine","6.23","22966","3"
"1345635","Anna Rane","256591,44912,82700,87101,109439","Focus,Green Lantern,After Earth,Terminator Genisys,The Hangover Part III","5.86","28610","5"
